PC1,PC2,PC3,PC4,PC5,Year
-2.114692720032688,0.45414300084666653,0.35872002684967497,0.4618867838113369,0.24464704332057646,1970
-1.97885607428902,0.45934695941632053,-1.8185136206339945,0.3695073737247148,-0.21911820335466692,1971
-2.811510006743207,4.013382753422113,-1.7059991618715376,0.3619979019035639,-0.30553233333555724,1972
-1.8802524780192846,1.4621434858059827,0.45490624738585794,-1.9444533601677045,0.6531471363763881,1973
-1.3293812222084598,0.6646227814583263,-2.0818294576136522,0.4079696476353432,1.3796009555307127,1974
-1.234863796868459,0.98659297163787,-1.5462930628496077,0.05919898346145445,1.054145014796702,1975
-4.422638220670028,0.09282983046183685,-1.1817445242711004,-0.4444255536027987,-1.3305510235101285,1976
-1.5316731371301986,-0.4145342950848056,-1.6477586934790813,0.2044348996059146,-0.2700592950437452,1977
-2.542915977444269,1.4109259351725738,-0.12903511564817433,-0.06362737883344581,0.9615634065388395,1978
-2.1529489411463163,2.566540749496561,-0.390400964095069,-0.3360581976610266,-0.7116870605964738,1979
-2.7040940485946288,0.5856712274421811,1.0398018537124651,0.151892200422398,-0.3457523688170328,1980
-2.294669358590014,1.4852558214207778,-0.5076182365423904,-0.3895860915319524,0.3021032152267436,1981
-2.409835616536152,0.3496431693538907,-1.3889741366037682,0.3313594132554129,-0.9464438119904974,1982
-0.47087327630331594,-0.8417568207378273,-0.1984681687390168,-0.2662240007516368,-0.020102862043456873,1983
-1.934310881908998,-0.9841706075728329,0.5080295586326523,0.6225594736938649,0.9477417622310491,1984
-3.8917882732881073,0.37243882657138716,1.0499730577756408,-0.4563225178931035,-0.47833599312017944,1985
-2.224480724529457,0.8224626691755328,-0.362507943759947,0.020558949691253693,-0.4289673638317653,1986
-1.6233474744997909,0.7936639379785324,1.2658132230917825,-1.0703394887193651,-1.5290498249529865,1987
0.049102157826194974,2.4074712489174357,-0.39660104486520353,-0.3591934883235326,0.36490866542823,1988
0.4043685061528873,-1.2603495967222846,-1.0350322756119394,-0.33540052252189073,0.44622429395119706,1989
1.887564478680862,-1.384314273400641,-2.4312125846521315,-0.3258354333145607,0.8206542484781468,1990
-1.0065674600406298,-0.697931324912465,-1.1481567639763344,-1.3311593814363818,-0.33097255488344246,1991
-0.7968896801962934,-2.6725022740798092,-0.7124512977981838,0.06567893189110346,-1.4756834268429684,1992
-1.6463154913084106,-0.8664931753456286,0.1288710053615555,-1.960782063397506,-0.5378354842109472,1993
0.7369811661357738,-1.2553351480925787,-1.1445533682384865,0.1795493440612948,-0.2871433774341403,1994
0.7597975172115816,1.1127017719234378,-0.33773333029728875,-1.0015360668645266,0.45389659823667294,1995
-0.9705921031347623,0.7858875619103677,0.7904505846133074,2.1163879322355843,-1.2925688069756305,1996
-0.16585367491916253,-0.16172606328925,-0.2578967902193515,-1.58396035159039,-1.0181826555342712,1997
3.0463623729057465,1.8481377937198462,0.7824649194014297,-1.397318427869396,0.5428179099725317,1998
1.1025686228892493,0.7210955706010346,-0.5895748966072581,-0.4973505349804133,1.3463963485330677,1999
2.084367561256132,-2.9029072594496435,0.3182384698046454,2.3418772476680845,0.7614596539209695,2000
0.9423619327324895,-2.6077629553768156,-0.6975915130548952,-0.29383719579419987,-0.05499155712774458,2001
2.1694286453795137,-1.5320679798339334,-0.961165102137698,-1.455774277474528,0.1626420799260074,2002
0.8226041422391952,-1.4788651336852197,0.5339847276940234,-1.4864761335867889,-1.4211105444573502,2003
2.343728172718295,-1.7293973448129298,-0.3045073778950923,0.8937616585536164,0.04145581164870812,2004
2.2392677182147747,-0.7990586743271666,0.32970551153972916,-0.5733016027830647,-0.9259037697564715,2005
1.570176289221075,0.0026868844384999846,0.34964451879616343,1.3135670952769802,-1.4005414195188857,2006
4.632257653106297,-0.18193201687566388,-0.8949908047084099,-0.8769436736166872,1.8190222249301797,2007
3.738164008813978,-0.5197281927230426,-0.05510917954145911,1.2786411014431291,1.719164223203236,2008
2.081246815324099,-1.193825515670856,-0.6122581858194747,-1.0678047008730593,-1.0002066397343197,2009
3.843809075797492,4.305668717847529,2.1530013994692214,-0.2027823255531776,0.3616244080803684,2010
2.0435833203471256,0.7701603531586433,0.12680221746879006,-0.020636163343573932,0.05747756260436558,2011
2.4137962987992494,0.20630877264839148,1.6313985885932791,1.0065506585409463,-0.47689909944973663,2012
2.9329194868052038,0.11802214671965125,0.3971477631325383,0.3268692275952048,-0.24055804755660373,2013
4.710808721604554,-0.2993830282709146,-1.2523957530868914,0.20909705382678584,0.4297681716669911,2014
5.727706483941585,-1.838375808286914,-0.25606224374387465,-0.9946442841595596,-1.5154590761031217,2015
6.202010156306229,0.7310236796559789,0.8856562983523523,-1.1392372187480417,-0.03426279054872964,2016
5.19327485874308,1.841803386419325,1.1634847292945918,0.0835383308221241,-0.4332939164144309,2017
4.439174886470535,1.2720049032976815,-0.6448684551064662,0.5214043716696609,-0.9667847242528281,2018
6.554950023032837,0.5785533352218439,-0.04527729739908167,0.03416802343413624,-0.6482969253770146,2019
8.177887430494472,1.5198958169160457,0.4085991755092053,0.6731236836434361,0.7873537960283138,2020
7.093173243877123,-0.9984182551218804,1.67603510604373,0.6360520377359272,-0.2856138304784988,2021
6.867721376602165,-0.4365706843856586,0.872840684251591,0.7696228680673255,0.18426088554812411,2022
