PC1,PC2,PC3,PC4,PC5,Year
-3.7180172073231876,-0.8758203072412902,0.36825831979405144,0.03529051221224052,0.47155151573217674,1950
-2.442071443399543,0.4213255166668629,-0.9559211265853503,0.4915984711918606,0.8243085746010833,1951
-3.522461819028186,-0.49133252506294867,1.1585705090732388,-0.578319618238737,1.0118351549739888,1952
-3.537455963618613,2.000403342560574,0.16990034097908066,-0.023753456581267707,0.7811346031219454,1953
-3.9537214465970565,-1.2616783193925538,1.7359054664287783,0.4153971422982427,0.32638525598673845,1954
-2.9055471010822056,-1.1505544844251643,0.5226892723884552,-0.2824644911804749,1.550694973575154,1955
-4.930999077892449,-1.2792590975039924,3.3579748196066967,-0.6384944743933358,1.071081118609316,1956
-1.9373965028504287,0.5338567313520727,-0.6966338154713441,0.21867228709127637,-0.17973263206373452,1957
-0.8744359368905861,-1.0832185083617059,0.934150084339619,-0.5299586196945946,1.1276250909778998,1958
-1.7911323005495268,-1.4632592808345006,-0.3673812286467811,-0.32375799084390483,-0.3339270111705759,1959
-0.7329373908364799,-0.5271873625212988,-0.4535387111741465,1.8991097154955787,0.6037222541943356,1960
-0.8199554319899085,-1.0000097695549048,-0.6180442491453612,1.1797834093665849,0.579543061644758,1961
-2.6691463875529777,-0.949347501947978,0.938105294549458,-0.17052051556352235,1.0456728096232926,1962
-3.483918758231866,1.4745231592223884,1.0870174004343467,1.5812382763323585,-0.9192532623573737,1963
-2.957664648975447,-1.5816275200671723,2.1383859151039073,0.11524464391381581,0.032690064198631984,1964
-3.2209264733406875,-1.7299291879723941,1.1350283413838076,-0.28461521177801974,-0.2521823152699828,1965
-1.1372574999147103,-0.06957105038108263,-0.7371893639073467,-0.033276637172438665,0.17103161582158205,1966
-2.715283831819787,0.6223004248942303,-1.375191472186533,1.5531230504803124,-1.3981527529103916,1967
-2.6725167980376354,-0.018691342918777408,0.11563278712165133,1.2727996051993369,-0.5188367827970464,1968
-2.6489664652968767,0.7453974484921364,1.0532931000064032,0.5366591435864015,-0.9053579654162924,1969
