Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01444,Sesame seed,2012,2012,1000 USD,3949455,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01312,Bananas,2017,2017,1000 USD,38564701,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01313,Plantains and cooking bananas,2014,2014,1000 Int$,14329954,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01449.02,Hempseed,2003,2003,1000 USD,738,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21117.02i,"Meat of other domestic camelids, fresh or chilled (indigenous)",1975,1975,1000 USD,46074,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),02944,Silk-worm cocoons suitable for reeling,1977,1977,1000 Int$,1283882,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01254,Leeks and other alliaceous vegetables,2016,2016,1000 Int$,1999011,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01221,Watermelons,1974,1974,1000 USD,6059334,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01354,Strawberries,2015,2015,1000 USD,15535588,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01324,"Tangerines, mandarins, clementines",1966,1966,1000 USD,4746800,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01241.90,"Other beans, green",1993,1993,1000 Int$,2149477,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01449.01,Melonseed,1981,1981,1000 USD,49527,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),21117.01i,"Meat of camels, fresh or chilled (indigenous)",1992,1992,1000 USD,346970,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01691,Chicory roots,2021,2021,1000 Int$,22702,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01343,Apricots,1972,1972,1000 USD,1201659,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01499.05,Kapok fruit,2016,2016,1000 USD,4661,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01290.01,Green corn (maize),1992,1992,1000 Int$,3416120,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21115,"Meat of sheep, fresh or chilled",2022,2022,1000 USD,50125167,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01640,Cocoa beans,1991,1991,1000 Int$,3711087,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01658,"Vanilla, raw",2001,2001,1000 USD,18206,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0142,"Groundnuts, excluding shelled",1986,1986,1000 Int$,15563775,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01930.02,"Pyrethrum, dried flowers",2016,2016,1000 USD,1209,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01349.20,Other stone fruits,2014,2014,1000 USD,5069342,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01447,Castor oil seeds,1985,1985,1000 Int$,607665,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),21121i,"Meat of chickens, fresh or chilled (indigenous)",2020,2020,1000 USD,229650334,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02960.01,Beeswax,1967,1967,1000 USD,39238,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01656,"Cloves (whole stems), raw",2013,2013,1000 Int$,157788,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01235,"Pumpkins, squash and gourds",2003,2003,1000 USD,6843830,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01233,Eggplants (aubergines),1982,1982,1000 Int$,2605419,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01691,Chicory roots,1995,1995,1000 Int$,429088,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01449.90,"Other oil seeds, n.e.c.",2015,2015,1000 USD,817763,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01319,"Other tropical fruits, n.e.c.",2008,2008,1000 Int$,11063730,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01311,Avocados,2020,2020,1000 USD,6434923,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01213,Cauliflowers and broccoli,2018,2018,1000 USD,13089566,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01214,Lettuce and chicory,1975,1975,1000 Int$,2958170,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01658,"Vanilla, raw",1985,1985,1000 USD,3984,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),0114,Sorghum,1966,1966,1000 USD,11670160,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01708,"Bambara beans, dry",1989,1989,1000 Int$,16792,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01215,Spinach,1992,1992,1000 USD,3996453,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01930.01,"Peppermint, spearmint",2003,2003,1000 USD,9443,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01929.07,"Abaca, manila hemp, raw",1983,1983,1000 Int$,111793,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01499.02,Tung nuts,2014,2014,1000 USD,216970,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01352,Kiwi fruit,2006,2006,1000 Int$,2328015,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01510,Potatoes,1982,1982,1000 Int$,66356768,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01701,"Beans, dry",1985,1985,1000 USD,12278297,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01290.01,Green corn (maize),2012,2012,1000 Int$,4906182,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02960.01,Beeswax,2000,2000,1000 USD,100456,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01239.01,Okra,1962,1962,1000 USD,1043292,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01229,Cantaloupes and other melons,2020,2020,1000 USD,12891954,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01359.90,"Other fruits, n.e.c.",2005,2005,1000 Int$,10776980,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0232,"Eggs from other birds in shell, fresh, n.e.c.",2009,2009,1000 Int$,15176795,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1976,1976,1000 Int$,4538144,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01233,Eggplants (aubergines),2020,2020,1000 USD,22476925,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02291,Raw milk of sheep,2010,2010,1000 USD,5176996,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01212,Cabbages,1979,1979,1000 USD,8460140,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,1000 USD,917136,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01691,Chicory roots,1992,1992,1000 USD,290651,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01311,Avocados,1980,1980,1000 USD,1483570,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01359.01,Persimmons,1992,1992,1000 Int$,490248,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01342.02,Quinces,2002,2002,1000 USD,116445,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01342.01,Pears,1979,1979,1000 USD,6332560,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01253.02,"Onions and shallots, dry (excluding dehydrated)",1999,1999,1000 USD,10136127,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01215,Spinach,2005,2005,1000 USD,9211555,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01215,Spinach,1998,1998,1000 USD,2717109,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01192,Buckwheat,2006,2006,1000 USD,522860,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01290.90,"Other vegetables, fresh n.e.c.",1968,1968,1000 USD,27230250,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01323,Oranges,1975,1975,1000 Int$,10536157,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01239.01,Okra,1998,1998,1000 Int$,4807011,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01449.90,"Other oil seeds, n.e.c.",1989,1989,1000 USD,676001,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01359.02,Cashewapple,2007,2007,1000 Int$,534541,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01344.01,Sour cherries,2015,2015,1000 USD,953377,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01701,"Beans, dry",1980,1980,1000 Int$,10451656,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01702,"Broad beans and horse beans, dry",1981,1981,1000 Int$,1370565,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01591,Yautia,1975,1975,1000 USD,48865,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0118,Millet,2013,2013,1000 Int$,7929737,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01620,Tea leaves,1993,1993,1000 USD,24256353,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21115,"Meat of sheep, fresh or chilled",1979,1979,1000 USD,18804699,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01316,"Mangoes, guavas and mangosteens",1979,1979,1000 Int$,8848736,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01318,Pineapples,2001,2001,1000 Int$,6325967,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01193,Fonio,2009,2009,1000 USD,125513,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01319,"Other tropical fruits, n.e.c.",2008,2008,1000 USD,9486599,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01441,Linseed,1978,1978,1000 USD,1085591,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01656,"Cloves (whole stems), raw",2007,2007,1000 USD,81753,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01195,Canary seed,2009,2009,1000 Int$,118662,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01234,Tomatoes,2005,2005,1000 USD,53652642,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01540,Yams,1997,1997,1000 USD,13432494,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),02211,Raw milk of cattle,1979,1979,1000 Int$,173557852,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01447,Castor oil seeds,2012,2012,1000 USD,1155975,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),0112,Maize (corn),1995,1995,1000 USD,71861806,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21113.01i,"Meat of pig with the bone, fresh or chilled (indigenous)",1976,1976,1000 USD,74297230,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21170.02,"Game meat, fresh, chilled or frozen",2005,2005,1000 USD,2971336,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01929.06,"Agave fibres, raw, n.e.c.",2017,2017,1000 USD,17668,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",1975,1975,1000 Int$,1545953,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01655,"Cinnamon and cinnamon-tree flowers, raw",2003,2003,1000 USD,473040,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01342.01,Pears,2011,2011,1000 USD,28389184,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01352,Kiwi fruit,2010,2010,1000 USD,1731354,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01651,"Pepper (Piper spp.), raw",1993,1993,1000 USD,476959,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01510,Potatoes,1964,1964,1000 Int$,71246024,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01540,Yams,2000,2000,1000 Int$,10488887,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01375,"Pistachios, in shell",1963,1963,1000 USD,165922,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),21124,"Meat of turkeys, fresh or chilled",1981,1981,1000 USD,4540008,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01610,"Coffee, green",1989,1989,1000 Int$,12345877,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01324,"Tangerines, mandarins, clementines",1972,1972,1000 Int$,3368307,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01252,Green garlic,1984,1984,1000 USD,6364107,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01970,Unmanufactured tobacco,1987,1987,1000 USD,19047928,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01234,Tomatoes,2006,2006,1000 Int$,62264382,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01243,"Broad beans and horse beans, green",2017,2017,1000 USD,814727,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01199.90,Cereals n.e.c.,1990,1990,1000 USD,52523,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01491.01,Oil palm fruit,2019,2019,1000 USD,37848425,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01499.05,Kapok fruit,2012,2012,1000 USD,5526,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01355.01,Blueberries,1978,1978,1000 Int$,161891,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1995,1995,1000 USD,222778,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),02291,Raw milk of sheep,2020,2020,1000 USD,5852221,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01375,"Pistachios, in shell",1984,1984,1000 USD,1416336,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01374,"Hazelnuts, in shell",2009,2009,1000 USD,1880790,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02291,Raw milk of sheep,2013,2013,1000 USD,5241468,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0231,"Hen eggs in shell, fresh",1997,1997,1000 Int$,57515102,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),21114i,"Meat of rabbits and hares, fresh or chilled (indigenous)",2007,2007,1000 Int$,2538180,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01709.90,Other pulses n.e.c.,2011,2011,1000 Int$,2884639,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01316,"Mangoes, guavas and mangosteens",2005,2005,1000 USD,21105701,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01193,Fonio,1983,1983,1000 Int$,125094,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),02212,Raw milk of buffalo,1971,1971,1000 Int$,11076420,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01341,Apples,2003,2003,1000 USD,32241057,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),02293,Raw milk of camel,2001,2001,1000 USD,230586,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01311,Avocados,1987,1987,1000 USD,1781027,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01221,Watermelons,1973,1973,1000 Int$,5087177,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01802,Sugar cane,2021,2021,1000 Int$,83571998,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01701,"Beans, dry",1998,1998,1000 USD,11954356,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01510,Potatoes,2018,2018,1000 Int$,91102350,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,1000 USD,1378662,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01379.01,Areca nuts,1999,1999,1000 USD,952978,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01318,Pineapples,1996,1996,1000 USD,4419992,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01591,Yautia,1995,1995,1000 Int$,207579,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01354,Strawberries,2013,2013,1000 USD,15975636,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),0112,Maize (corn),1964,1964,1000 USD,38044643,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01213,Cauliflowers and broccoli,2011,2011,1000 Int$,10321045,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0115,Barley,2016,2016,1000 Int$,28464463,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),0112,Maize (corn),1981,1981,1000 Int$,89681479,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01704,"Lentils, dry",2012,2012,1000 USD,2931780,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01372,"Cashew nuts, in shell",1993,1993,1000 USD,533683,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01921.01,"Seed cotton, unginned",2006,2006,1000 USD,40640808,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02212,Raw milk of buffalo,1992,1992,1000 USD,22749737,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01345,Peaches and nectarines,1981,1981,1000 Int$,4702729,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01212,Cabbages,2020,2020,1000 USD,18636609,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01199.90,Cereals n.e.c.,1988,1988,1000 Int$,365853,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01929.07,"Abaca, manila hemp, raw",1987,1987,1000 Int$,113013,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,1000 USD,859302,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01329,"Other citrus fruit, n.e.c.",1984,1984,1000 Int$,1276088,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),21124,"Meat of turkeys, fresh or chilled",2015,2015,1000 USD,11665755,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01345,Peaches and nectarines,2014,2014,1000 USD,20332844,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01929.04,"Ramie, raw or retted",1971,1971,1000 USD,47737,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),02960.01,Beeswax,1989,1989,1000 USD,67899,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01315,Figs,2012,2012,1000 Int$,789612,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01510,Potatoes,1975,1975,1000 Int$,67668500,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),02910,Natural honey,1973,1973,1000 Int$,3018706,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01324,"Tangerines, mandarins, clementines",2015,2015,1000 USD,18987356,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01640,Cocoa beans,1967,1967,1000 USD,1785777,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),0231,"Hen eggs in shell, fresh",1970,1970,1000 USD,25884055,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01232,Cucumbers and gherkins,2005,2005,1000 USD,23537050,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01372,"Cashew nuts, in shell",1996,1996,1000 USD,700893,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01270,Mushrooms and truffles,1995,1995,1000 USD,7361482,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01313,Plantains and cooking bananas,2004,2004,1000 USD,6641659,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),21122i,"Meat of ducks, fresh or chilled (indigenous)",2004,2004,1000 USD,4801607,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01253.02,"Onions and shallots, dry (excluding dehydrated)",1984,1984,1000 USD,8692246,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),02910,Natural honey,2020,2020,1000 USD,6901840,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01346,Plums and sloes,1985,1985,1000 USD,3999100,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),21116,"Meat of goat, fresh or chilled",1999,1999,1000 USD,6099237,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01242,"Peas, green",1996,1996,1000 Int$,5583580,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01354,Strawberries,2003,2003,1000 USD,7502617,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01346,Plums and sloes,1975,1975,1000 Int$,3088380,E,Estimated value
QV,Value of Agricultural Production,1,World,58,Gross Production Value (constant 2014-2016 thousand US$),01192,Buckwheat,1962,1962,1000 USD,752038,E,Estimated value
QV,Value of Agricultural Production,1,World,57,Gross Production Value (current thousand US$),01373,"Chestnuts, in shell",2017,2017,1000 USD,9448352,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01374,"Hazelnuts, in shell",1968,1968,1000 Int$,919211,E,Estimated value
QV,Value of Agricultural Production,1,World,152,Gross Production Value (constant 2014-2016 thousand I$),01655,"Cinnamon and cinnamon-tree flowers, raw",2008,2008,1000 Int$,522902,E,Estimated value
