Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,1,World,5419,Yield,01315,Figs,2003,2003,100 g/ha,32636.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01809,Other sugar crops n.e.c.,2014,2014,ha,123055.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01212,Cabbages,1974,1974,100 g/ha,217254.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01707,"Pigeon peas, dry",1964,1964,100 g/ha,5494.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01921.02,"Cotton lint, ginned",1995,1995,t,19600754.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01950.01,Natural rubber in primary forms,1979,1979,t,3800000.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01499.04,Tallowtree seeds,2005,2005,ha,380000.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01359.01,Persimmons,1999,1999,ha,474766.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01659,Hop cones,2020,2020,ha,101041.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01449.01,Melonseed,1990,1990,ha,608606.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01930.01,"Peppermint, spearmint",2004,2004,t,76873.72,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01802,Sugar cane,2004,2004,t,1333090823.21,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01251,Carrots and turnips,1963,1963,ha,394425.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01233,Eggplants (aubergines),1971,1971,100 g/ha,114930.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01444,Sesame seed,1963,1963,100 g/ha,2889.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,2022,t,4909320.76,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01703,"Chick peas, dry",2008,2008,ha,11069550.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01346,Plums and sloes,2006,2006,t,10524889.94,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01359.90,"Other fruits, n.e.c.",2020,2020,100 g/ha,74233.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01441,Linseed,1986,1986,t,2801323.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01374,"Hazelnuts, in shell",2014,2014,ha,632955.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01929.04,"Ramie, raw or retted",1966,1966,ha,53317.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01319,"Other tropical fruits, n.e.c.",2017,2017,ha,3523529.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,0114,Sorghum,2020,2020,t,59045651.48,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01241.01,String beans,2007,2007,t,2041293.07,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01214,Lettuce and chicory,1994,1994,100 g/ha,214670.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01191,Triticale,1996,1996,ha,1976502.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01921.01,"Seed cotton, unginned",2019,2019,ha,33976857.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,21691.02,Oil of maize,2009,2009,t,2226970.63,E,Estimated value,
