Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01270,Mushrooms and truffles,1962,1962,,1.42,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01216,Artichokes,2017,2017,,109.62,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01930.02,"Pyrethrum, dried flowers",1962,1962,,185.49,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21121i,"Meat of chickens, fresh or chilled (indigenous)",2011,2011,,87.54,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F1739,Vegetables and Fruit Primary,1969,1969,,26.32,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01349.20,Other stone fruits,1990,1990,,64.61,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F2054,Food,2019,2019,,106.26,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),02293,Raw milk of camel,1989,1989,,63.56,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F2054,Food,1974,1974,,39.59,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01324,"Tangerines, mandarins, clementines",2019,2019,,120.61,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),02212,Raw milk of buffalo,2005,2005,,76.49,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01447,Castor oil seeds,2000,2000,,88.61,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01345,Peaches and nectarines,2016,2016,,100.22,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01929.04,"Ramie, raw or retted",2005,2005,,270.24,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1973,1973,,16.9,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01930.02,"Pyrethrum, dried flowers",2016,2016,,62.47,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21117.01i,"Meat of camels, fresh or chilled (indigenous)",2021,2021,,106.62,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21170.02,"Game meat, fresh, chilled or frozen",1973,1973,,94.33,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01214,Lettuce and chicory,2021,2021,,104.96,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01653,"Nutmeg, mace, cardamoms, raw",2006,2006,,86.83,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21124i,"Meat of turkeys, fresh or chilled (indigenous)",2013,2013,,100.56,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01221,Watermelons,2002,2002,,89.75,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01344.02,Cherries,2005,2005,,92.16,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01651,"Pepper (Piper spp.), raw",2022,2022,,139.3,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01709.02,Lupins,2005,2005,,137.6,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01809,Other sugar crops n.e.c.,1997,1997,,96.96,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0231,"Hen eggs in shell, fresh",2020,2020,,120.83,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01355.02,Cranberries,1977,1977,,17.62,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01449.01,Melonseed,2004,2004,,87.98,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21113.01i,"Meat of pig with the bone, fresh or chilled (indigenous)",2002,2002,,79.47,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01253.01,"Onions and shallots, green",2001,2001,,80.99,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01324,"Tangerines, mandarins, clementines",2018,2018,,103.15,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21116i,"Meat of goat, fresh or chilled (indigenous)",1986,1986,,56.32,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01530,Sweet potatoes,1988,1988,,132.97,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01701,"Beans, dry",2003,2003,,93.38,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01379.01,Areca nuts,1977,1977,,18.2,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",1974,1974,,123.21,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01312,Bananas,1982,1982,,58.11,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01221,Watermelons,1976,1976,,24.2,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01699,"Other stimulant, spice and aromatic crops, n.e.c.",1969,1969,,13.65,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01372,"Cashew nuts, in shell",1975,1975,,33.06,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01329,"Other citrus fruit, n.e.c.",2007,2007,,81.38,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01191,Triticale,1992,1992,,35.16,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01241.01,String beans,1984,1984,,62.34,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21113.01i,"Meat of pig with the bone, fresh or chilled (indigenous)",1963,1963,,56.49,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21118.03i,"Meat of mules, fresh or chilled (indigenous)",2010,2010,,118.73,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01354,Strawberries,1982,1982,,23.33,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",1997,1997,,55.54,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01708,"Bambara beans, dry",1977,1977,,36.6,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01591,Yautia,2017,2017,,87.16,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01252,Green garlic,2015,2015,,103.96,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01929.07,"Abaca, manila hemp, raw",1963,1963,,303.59,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21111.01i,"Meat of cattle with the bone, fresh or chilled (indigenous)",2016,2016,,100.38,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01315,Figs,2012,2012,,96.75,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01929.90,"Other fibre crops, raw, n.e.c.",2008,2008,,47.94,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01252,Green garlic,1997,1997,,34.24,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01610,"Coffee, green",2006,2006,,101.81,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0113,Rice,1962,1962,,30.73,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01491.01,Oil palm fruit,2022,2022,,127.72,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01323,Oranges,2011,2011,,99.83,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),02211,Raw milk of cattle,1988,1988,,70.33,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01253.02,"Onions and shallots, dry (excluding dehydrated)",1977,1977,,22.86,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1974,1974,,68.55,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01212,Cabbages,1961,1961,,33.13,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01449.90,"Other oil seeds, n.e.c.",2005,2005,,94.03,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01253.01,"Onions and shallots, green",2003,2003,,98.01,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01194,Quinoa,1974,1974,,21.59,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01705,"Peas, dry",2012,2012,,82.77,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01199.90,Cereals n.e.c.,2002,2002,,40.01,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01442,Mustard seed,2008,2008,,85.67,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01930.02,"Pyrethrum, dried flowers",2008,2008,,63.3,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01321,Pomelos and grapefruits,1962,1962,,58.98,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01234,Tomatoes,2004,2004,,82.37,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21116i,"Meat of goat, fresh or chilled (indigenous)",1991,1991,,45.88,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21170.01i,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen (indigenous)",2021,2021,,88.09,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21170.01i,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen (indigenous)",2004,2004,,106.82,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01192,Buckwheat,2008,2008,,103.52,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01709.01,Vetches,1971,1971,,393.32,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01330,Grapes,2009,2009,,90.2,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F2044,Livestock,2008,2008,,86.91,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01929.07,"Abaca, manila hemp, raw",1993,1993,,101.48,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1982,1982,,40.08,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01229,Cantaloupes and other melons,2002,2002,,98.71,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),02910,Natural honey,2004,2004,,86.21,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),F1780,"Milk, Total",2002,2002,,86.56,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01658,"Vanilla, raw",1989,1989,,84.87,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01330,Grapes,1989,1989,,78.43,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01355.01,Blueberries,1974,1974,,17.12,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0116,Rye,1963,1963,,222.3,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01449.02,Hempseed,1984,1984,,3208.23,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21123i,"Meat of geese, fresh or chilled (indigenous)",1973,1973,,16.84,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01349.20,Other stone fruits,2004,2004,,79.11,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01653,"Nutmeg, mace, cardamoms, raw",2019,2019,,115.63,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),02212,Raw milk of buffalo,1975,1975,,36.28,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01215,Spinach,1986,1986,,21.32,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01499.02,Tung nuts,2021,2021,,89.09,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0232,"Eggs from other birds in shell, fresh, n.e.c.",2013,2013,,94.25,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01709.02,Lupins,2005,2005,,155.91,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21124i,"Meat of turkeys, fresh or chilled (indigenous)",2019,2019,,98.14,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01311,Avocados,1992,1992,,39.2,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01699,"Other stimulant, spice and aromatic crops, n.e.c.",1999,1999,,53.86,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21121i,"Meat of chickens, fresh or chilled (indigenous)",1980,1980,,21.97,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01655,"Cinnamon and cinnamon-tree flowers, raw",2012,2012,,99.68,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01379.01,Areca nuts,2000,2000,,52.82,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01656,"Cloves (whole stems), raw",2007,2007,,60.78,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01709.01,Vetches,1961,1961,,198.18,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01377,"Brazil nuts, in shell",2012,2012,,98.57,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01441,Linseed,2011,2011,,74.45,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01706,"Cow peas, dry",2018,2018,,130.35,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01351.02,Gooseberries,2001,2001,,112.76,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01314,Dates,2000,2000,,97.92,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01922.01,"Jute, raw or retted",2017,2017,,106.18,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01709.90,Other pulses n.e.c.,1988,1988,,116.23,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01447,Castor oil seeds,1988,1988,,53.47,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01353.01,Raspberries,2019,2019,,121.68,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01707,"Pigeon peas, dry",1994,1994,,92.77,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01970,Unmanufactured tobacco,1961,1961,,52.91,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01929.06,"Agave fibres, raw, n.e.c.",1961,1961,,204.37,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01447,Castor oil seeds,2002,2002,,46.03,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01221,Watermelons,2022,2022,,99.18,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01499.02,Tung nuts,2003,2003,,86.67,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01191,Triticale,2018,2018,,75.95,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01221,Watermelons,1981,1981,,27.51,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01709.90,Other pulses n.e.c.,2004,2004,,87.15,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01709.01,Vetches,2018,2018,,68.91,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01630,Maté leaves,2008,2008,,64.38,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),0142,"Groundnuts, excluding shelled",1976,1976,,66.33,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01270,Mushrooms and truffles,1978,1978,,3.26,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01929.06,"Agave fibres, raw, n.e.c.",1962,1962,,80.43,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01346,Plums and sloes,1972,1972,,91.02,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F2054,Food,1973,1973,,39.29,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01375,"Pistachios, in shell",1975,1975,,8.34,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01970,Unmanufactured tobacco,2003,2003,,102.74,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),02910,Natural honey,2021,2021,,98.38,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01443,Rape or colza seed,2010,2010,,89.58,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0116,Rye,1997,1997,,184.24,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0118,Millet,2010,2010,,115.51,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01216,Artichokes,1996,1996,,102.31,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0141,Soya beans,1995,1995,,39.43,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01253.02,"Onions and shallots, dry (excluding dehydrated)",1971,1971,,36.8,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01699,"Other stimulant, spice and aromatic crops, n.e.c.",2009,2009,,78.57,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01211,Asparagus,2004,2004,,91.56,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01373,"Chestnuts, in shell",1985,1985,,20.61,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01199.90,Cereals n.e.c.,2015,2015,,103.74,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01446,Safflower seed,1961,1961,,94.92,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,2009,,60.05,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01344.02,Cherries,1995,1995,,68.31,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01349.20,Other stone fruits,1994,1994,,56.06,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01314,Dates,1979,1979,,57.46,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01216,Artichokes,2001,2001,,105.07,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01195,Canary seed,1974,1974,,30.7,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01359.02,Cashewapple,1977,1977,,43.41,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01653,"Nutmeg, mace, cardamoms, raw",2005,2005,,72.16,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01346,Plums and sloes,2010,2010,,92.24,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01253.01,"Onions and shallots, green",2018,2018,,100.78,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21170.02,"Game meat, fresh, chilled or frozen",2000,2000,,76.85,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),0118,Millet,2001,2001,,121.12,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01322,Lemons and limes,2003,2003,,86.46,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01446,Safflower seed,1995,1995,,127.5,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),0113,Rice,1991,1991,,70.24,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01252,Green garlic,1997,1997,,43.05,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01499.02,Tung nuts,1963,1963,,122.14,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01351.02,Gooseberries,2005,2005,,106.45,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),21122i,"Meat of ducks, fresh or chilled (indigenous)",1989,1989,,26.17,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01447,Castor oil seeds,1977,1977,,66.69,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01372,"Cashew nuts, in shell",1978,1978,,15.7,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),21123i,"Meat of geese, fresh or chilled (indigenous)",1963,1963,,13.6,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01445,Sunflower seed,2002,2002,,56.53,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01653,"Nutmeg, mace, cardamoms, raw",1997,1997,,63.35,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01324,"Tangerines, mandarins, clementines",1998,1998,,68.46,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01929.90,"Other fibre crops, raw, n.e.c.",1975,1975,,56.52,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1970,1970,,33.24,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01319,"Other tropical fruits, n.e.c.",1982,1982,,37.63,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),F1717,"Cereals, primary",1964,1964,,35.6,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01192,Buckwheat,2001,2001,,120.77,E,Estimated value
QI,Production Indices,1,World,432,Gross Production Index Number (2014-2016 = 100),01929.07,"Abaca, manila hemp, raw",1983,1983,,92.05,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01702,"Broad beans and horse beans, dry",1987,1987,,132.08,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01491.01,Oil palm fruit,1970,1970,,9.14,E,Estimated value
QI,Production Indices,1,World,434,Gross per capita Production Index Number (2014-2016 = 100),01290.01,Green corn (maize),2022,2022,,80.72,E,Estimated value
