Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1992","1992","1000 ha","1436766.36","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1993","1993","1000 ha","1436766.35","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1994","1994","1000 ha","1436766.35","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1995","1995","1000 ha","1436766.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1996","1996","1000 ha","1436766.31","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1997","1997","1000 ha","1436766.3","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1998","1998","1000 ha","1436766.28","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","1999","1999","1000 ha","1436766.26","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2000","2000","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2001","2001","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2002","2002","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2003","2003","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2004","2004","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2005","2005","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2006","2006","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2007","2007","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2008","2008","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2009","2009","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2010","2010","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2011","2011","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2012","2012","1000 ha","1436766.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2013","2013","1000 ha","1436766.22","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2014","2014","1000 ha","1436766.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2015","2015","1000 ha","1436766.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2016","2016","1000 ha","1434386.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2017","2017","1000 ha","1434386.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2018","2018","1000 ha","1434386.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2019","2019","1000 ha","1434386.17","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6980","Permanent snow and glaciers","2020","2020","1000 ha","1437574.48","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6980","Permanent snow and glaciers","2020","2020","1000 ha","222091.11","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6980","Permanent snow and glaciers","2021","2021","1000 ha","228576.33","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6981","Inland water bodies","2015","2015","1000 ha","268204.38","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6981","Inland water bodies","2016","2016","1000 ha","271886.81","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6981","Inland water bodies","2017","2017","1000 ha","274706.9","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6981","Inland water bodies","2018","2018","1000 ha","275286.11","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6981","Inland water bodies","2019","2019","1000 ha","276646.61","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","258246.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2002","2002","1000 ha","259846.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2003","2003","1000 ha","259867.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2004","2004","1000 ha","259796.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2005","2005","1000 ha","260219.45","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","260193.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2007","2007","1000 ha","260143.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2008","2008","1000 ha","259724.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2009","2009","1000 ha","259487.99","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2010","2010","1000 ha","258748.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","258405.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2012","2012","1000 ha","258030.96","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2013","2013","1000 ha","258095.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2014","2014","1000 ha","258128.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2015","2015","1000 ha","258266.38","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2016","2016","1000 ha","258834.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2017","2017","1000 ha","258874.41","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2018","2018","1000 ha","258760.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2019","2019","1000 ha","259017.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2020","2020","1000 ha","259147.8","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2021","2021","1000 ha","259217.41","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1992","1992","1000 ha","381135.82","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1993","1993","1000 ha","381995.44","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1994","1994","1000 ha","381851.22","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1995","1995","1000 ha","382186.75","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1996","1996","1000 ha","383112.28","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1997","1997","1000 ha","383884.31","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1998","1998","1000 ha","384655.24","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","1999","1999","1000 ha","384945.9","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2000","2000","1000 ha","385280.07","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2001","2001","1000 ha","384754.05","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2002","2002","1000 ha","384364.57","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2003","2003","1000 ha","383167.94","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2004","2004","1000 ha","383571.21","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2005","2005","1000 ha","383275.78","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2006","2006","1000 ha","382960.8","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2007","2007","1000 ha","382341.82","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2008","2008","1000 ha","381930.85","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2009","2009","1000 ha","381123.14","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2010","2010","1000 ha","381195.76","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2011","2011","1000 ha","381250.25","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2012","2012","1000 ha","381213.87","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2013","2013","1000 ha","381372.27","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2014","2014","1000 ha","381583.77","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2015","2015","1000 ha","381559.52","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2016","2016","1000 ha","381905.58","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2017","2017","1000 ha","382075.91","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2018","2018","1000 ha","382087.66","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2019","2019","1000 ha","382895.82","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6981","Inland water bodies","2020","2020","1000 ha","382913.86","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6981","Inland water bodies","2020","2020","1000 ha","360762.07","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6981","Inland water bodies","2021","2021","1000 ha","356737.09","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6982","Coastal water bodies and intertidal areas","2015","2015","1000 ha","23032.45","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6982","Coastal water bodies and intertidal areas","2016","2016","1000 ha","23032.47","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6982","Coastal water bodies and intertidal areas","2017","2017","1000 ha","23032.45","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6982","Coastal water bodies and intertidal areas","2018","2018","1000 ha","23032.45","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6982","Coastal water bodies and intertidal areas","2019","2019","1000 ha","23032.46","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6982","Coastal water bodies and intertidal areas","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6982","Coastal water bodies and intertidal areas","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6982","Coastal water bodies and intertidal areas","2021","2021","1000 ha","","O","Missing value"
