Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","115321.04","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","115626.16","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","116618.47","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","116983.93","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","117316.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","81286.63","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2002","2002","1000 ha","81755.23","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2003","2003","1000 ha","82006.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2004","2004","1000 ha","82213.63","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2005","2005","1000 ha","82419.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","82665.01","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2007","2007","1000 ha","82885.44","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2008","2008","1000 ha","83072.66","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2009","2009","1000 ha","83321.09","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2010","2010","1000 ha","83550.47","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","83815.72","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2012","2012","1000 ha","84059.99","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2013","2013","1000 ha","84287.04","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2014","2014","1000 ha","84567.63","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","84868.48","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","85080.47","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","85312.24","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","85559.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","85865.55","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2020","2020","1000 ha","86149.12","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2021","2021","1000 ha","86385.45","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1992","1992","1000 ha","25914.2","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1993","1993","1000 ha","26661.46","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1994","1994","1000 ha","27407.55","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1995","1995","1000 ha","28171","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1996","1996","1000 ha","28936.57","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1997","1997","1000 ha","29666.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1998","1998","1000 ha","30430.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","1999","1999","1000 ha","31153.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2000","2000","1000 ha","31935.67","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","34144.61","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2002","2002","1000 ha","36312.41","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2003","2003","1000 ha","38431.83","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2004","2004","1000 ha","40620.98","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2005","2005","1000 ha","42034.74","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","43322.36","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2007","2007","1000 ha","44653.88","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2008","2008","1000 ha","45902.55","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2009","2009","1000 ha","47016.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2010","2010","1000 ha","48134.42","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","49192.65","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2012","2012","1000 ha","50509.59","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2013","2013","1000 ha","52424.65","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2014","2014","1000 ha","54210.71","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2015","2015","1000 ha","55235.09","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","55902.44","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2017","2017","1000 ha","57431.83","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2018","2018","1000 ha","58399.48","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2019","2019","1000 ha","59682.34","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6970","Artificial surfaces (including urban and associated areas)","2020","2020","1000 ha","60497.24","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6970","Artificial surfaces (including urban and associated areas)","2020","2020","1000 ha","84338.04","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6970","Artificial surfaces (including urban and associated areas)","2021","2021","1000 ha","95109.64","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6971","Herbaceous crops","2015","2015","1000 ha","1480217.51","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6971","Herbaceous crops","2016","2016","1000 ha","1478079.59","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6971","Herbaceous crops","2017","2017","1000 ha","1477051.89","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6971","Herbaceous crops","2018","2018","1000 ha","1485151.67","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6971","Herbaceous crops","2019","2019","1000 ha","1487479.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2001","2001","1000 ha","1239750.31","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2002","2002","1000 ha","1229181.23","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2003","2003","1000 ha","1272747.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2004","2004","1000 ha","1267774.88","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2005","2005","1000 ha","1260804.99","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","1252165.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2007","2007","1000 ha","1254470.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2008","2008","1000 ha","1257783.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2009","2009","1000 ha","1257770.32","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2010","2010","1000 ha","1266423.28","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","1254381.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2012","2012","1000 ha","1240891.97","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2013","2013","1000 ha","1245055.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2014","2014","1000 ha","1255007.97","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2015","2015","1000 ha","1263262.72","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","1275746.73","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2017","2017","1000 ha","1273181.62","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2018","2018","1000 ha","1267221.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2019","2019","1000 ha","1270419.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2020","2020","1000 ha","1266814","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6971","Herbaceous crops","2021","2021","1000 ha","1260124.79","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1992","1992","1000 ha","1877418.77","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1993","1993","1000 ha","1874887.4","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1994","1994","1000 ha","1870496.48","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1995","1995","1000 ha","1880752.49","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1996","1996","1000 ha","1883033.83","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1997","1997","1000 ha","1886875.92","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1998","1998","1000 ha","1891920.61","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","1999","1999","1000 ha","1904727.62","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2000","2000","1000 ha","1912522.39","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2001","2001","1000 ha","1913644.47","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2002","2002","1000 ha","1914609.47","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2003","2003","1000 ha","1915065.94","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2004","2004","1000 ha","1920286.14","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2005","2005","1000 ha","1916930.45","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2006","2006","1000 ha","1913580.48","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2007","2007","1000 ha","1911452.54","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2008","2008","1000 ha","1911674.46","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2009","2009","1000 ha","1910927.61","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2010","2010","1000 ha","1909712","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2011","2011","1000 ha","1908897.31","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2012","2012","1000 ha","1908788.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2013","2013","1000 ha","1908026.15","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2014","2014","1000 ha","1906966.1","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2015","2015","1000 ha","1906775.97","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2016","2016","1000 ha","1904089.66","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2017","2017","1000 ha","1904580.15","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2018","2018","1000 ha","1905111.03","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2019","2019","1000 ha","1903936.1","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6971","Herbaceous crops","2020","2020","1000 ha","1904136.38","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6971","Herbaceous crops","2020","2020","1000 ha","1262669.58","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6971","Herbaceous crops","2021","2021","1000 ha","1256149.43","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6972","Woody crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6972","Woody crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6972","Woody crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6972","Woody crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6972","Woody crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6972","Woody crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1992","1992","1000 ha","177925.05","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1993","1993","1000 ha","180938.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1994","1994","1000 ha","184844.08","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1995","1995","1000 ha","186700.84","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1996","1996","1000 ha","188216.02","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1997","1997","1000 ha","190137.92","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1998","1998","1000 ha","193053.42","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","1999","1999","1000 ha","196628.23","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2000","2000","1000 ha","198951.84","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2001","2001","1000 ha","201990.57","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2002","2002","1000 ha","203463.88","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2003","2003","1000 ha","204447.99","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2004","2004","1000 ha","207178.81","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2005","2005","1000 ha","211213.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2006","2006","1000 ha","214695.26","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2007","2007","1000 ha","217163.97","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2008","2008","1000 ha","217162.9","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2009","2009","1000 ha","218906","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2010","2010","1000 ha","221759.58","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2011","2011","1000 ha","223298.35","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2012","2012","1000 ha","223967.26","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2013","2013","1000 ha","223595.27","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2014","2014","1000 ha","223503.11","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2015","2015","1000 ha","222833.4","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2016","2016","1000 ha","222064.26","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2017","2017","1000 ha","220276.4","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2018","2018","1000 ha","221343.01","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2019","2019","1000 ha","222445.67","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6972","Woody crops","2020","2020","1000 ha","222476.44","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6972","Woody crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6972","Woody crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6973","Multiple or layered crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6973","Multiple or layered crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6973","Multiple or layered crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6973","Multiple or layered crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6973","Multiple or layered crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6973","Multiple or layered crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6973","Multiple or layered crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6973","Multiple or layered crops","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6973","Multiple or layered crops","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6983","Grassland","2015","2015","1000 ha","2994370.43","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6983","Grassland","2016","2016","1000 ha","2979729.03","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6983","Grassland","2017","2017","1000 ha","2969259.86","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6983","Grassland","2018","2018","1000 ha","2972060.33","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6983","Grassland","2019","2019","1000 ha","2968397.71","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","2879023.6","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2002","2002","1000 ha","2949389.98","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2003","2003","1000 ha","2993892.36","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2004","2004","1000 ha","3016885.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2005","2005","1000 ha","3018879.93","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","3043624.27","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2007","2007","1000 ha","3038888.56","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2008","2008","1000 ha","3048782.23","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2009","2009","1000 ha","3038372.24","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2010","2010","1000 ha","3044014.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","3057943.03","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2012","2012","1000 ha","3067028.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2013","2013","1000 ha","3057585.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2014","2014","1000 ha","3033117.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2015","2015","1000 ha","3028655.66","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2016","2016","1000 ha","3035441.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2017","2017","1000 ha","3035312.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2018","2018","1000 ha","3034990.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2019","2019","1000 ha","3041122.45","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2020","2020","1000 ha","3047478.39","E","Estimated value"
